INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
30202061	3	2	2	61	Medicine2_13	玄防蛇酒	酿酒产物，增加玄防御，持续30分。	30	700	5	20	334036	51	1	11	5	-1	4	门派药品
30202062	3	2	2	62	OtherTools2_1	花子虫酒	酿酒产物，增加闪避，持续30分。	1	300	5	20	334207	51	1	11	7	-1	4	门派药品
30202063	3	2	2	63	OtherTools2_2	花子蛇酒	酿酒产物，增加闪避，持续30分。	30	600	5	20	334208	51	1	11	9	-1	4	门派药品
30202064	3	2	2	64	OtherTools1_8	瘴气毒	制毒产物，增加玄防御，持续30分。	1	100	5	20	334037	51	1	17	2	-1	4	门派药品
30202065	3	2	2	65	OtherTools1_9	寒湿毒	制毒产物，增加玄防御，持续30分。	10	400	5	20	334038	51	1	17	5	-1	4	门派药品
30202066	3	2	2	66	OtherTools1_10	云气毒	制毒产物，增加玄防御，持续30分。	30	700	5	20	334039	51	1	17	8	-1	4	门派药品
30202067	3	2	2	67	Medicine2_10	铜皮丹	炼丹产物增加毒防御，持续30分。	1	100	5	20	334059	51	1	17	2	-1	4	门派药品
30202068	3	2	2	68	Medicine2_5	铁皮丹	炼丹产物增加毒防御，持续30分。	10	400	5	20	334060	51	1	17	5	-1	4	门派药品
30202069	3	2	2	69	Medicine2_6	龙骨丹	炼丹产物增加毒防御，持续30分。	30	700	5	20	334061	51	1	17	8	-1	4	门派药品
30202070	3	2	2	70	Charm_1	远山帖	奇门遁甲产物增加闪避，持续30分。	1	100	5	20	334209	51	1	12	2	-1	4	门派药品
30202071	3	2	2	71	Charm_9	流云帖	奇门遁甲产物增加闪避，持续30分。	10	400	5	20	334210	51	1	12	5	-1	4	门派药品
30202072	3	2	2	72	Charm_10	残阳帖	奇门遁甲产物增加闪避，持续30分。	30	700	5	20	334211	51	1	12	8	-1	4	门派药品
30202073	3	2	2	73	Charm_4	水镜符	制符产物增加冰防御，持续30分。	1	100	5	20	334026	51	1	19	2	-1	4	门派药品
30202074	3	2	2	74	Charm_7	寒冰符	制符产物增加冰防御，持续30分。	10	400	5	20	334027	51	1	19	5	-1	4	门派药品
30202075	3	2	2	75	Charm_8	玄冰符	制符产物增加冰防御，持续30分。	30	700	5	20	334028	51	1	19	8	-1	4	门派药品
30202076	3	2	2	76	Charm_4	避电符	制符产物增加玄防御，持续30分。	1	100	5	20	334040	51	1	17	2	-1	4	门派药品
30202077	3	2	2	77	Charm_7	避雷符	制符产物增加玄防御，持续30分。	10	400	5	20	334041	51	1	17	5	-1	4	门派药品
30202078	3	2	2	78	Charm_8	无电符	制符产物增加玄防御，持续30分。	30	700	5	20	334042	51	1	17	8	-1	4	门派药品
30202079	3	2	2	79	Charm_4	避火符	制符产物增加火防御，持续30分。	1	100	5	20	334048	51	1	16	3	-1	4	门派药品
30202080	3	2	2	80	Charm_7	避炎符	制符产物增加火防御，持续30分。	10	400	5	20	334049	51	1	16	6	-1	4	门派药品
30202081	3	2	2	81	Charm_8	避焱符	制符产物增加火防御，持续30分。	30	700	5	20	334050	51	1	16	9	-1	4	门派药品
30202082	3	2	2	82	Charm_4	避毒符	制符产物增加毒防御，持续30分。	1	100	5	20	334056	51	1	17	3	-1	4	门派药品
30202083	3	2	2	83	Charm_7	避瘴符	制符产物增加毒防御，持续30分。	10	400	5	20	334057	51	1	17	6	-1	4	门派药品
30202084	3	2	2	84	Charm_8	避鬼符	制符产物增加毒防御，持续30分。	30	700	5	20	334058	51	1	17	9	-1	4	门派药品
30202085	3	2	2	85	Charm_1	金体帖（勿用）	奇门遁甲产物增加冰防御，持续30分。	1	300	5	20	334029	51	1	11	2	-1	4	门派药品
30202086	3	2	2	86	Charm_9	玉体帖（勿用）	奇门遁甲产物增加冰防御，持续30分。	10	600	5	20	334030	51	1	11	5	-1	4	门派药品
30202087	3	2	2	87	Charm_10	达摩帖（勿用）	奇门遁甲产物增加冰防御，持续30分。	30	100	5	20	334031	51	1	14	8	-1	4	门派药品
30202088	3	2	2	88	Charm_1	微风帖	奇门遁甲产物增加闪避，持续30分。	1	400	5	20	334209	51	1	14	3	-1	4	门派药品
30202089	3	2	2	89	Charm_9	疾风帖	奇门遁甲产物增加闪避，持续30分。	10	700	5	20	334210	51	1	14	6	-1	4	门派药品
30202090	3	2	2	90	Charm_10	狂风帖	奇门遁甲产物增加闪避，持续30分。	30	100	5	20	334211	51	1	17	9	-1	4	门派药品
30202091	3	2	2	91	MenpaiGoods_9	慈悲晶	玄冰术产物增加闪避，持续30分。	1	400	5	20	334212	51	1	17	1	-1	4	门派药品
30202092	3	2	2	92	MenpaiGoods_10	甘霖晶	玄冰术产物增加闪避，持续30分。	30	700	5	20	334213	51	1	17	3	-1	4	门派药品
30202093	3	2	2	93	MenpaiGoods_11	普度晶	玄冰术产物增加火防御，持续30分。	1	100	5	20	334045	51	1	11	5	-1	4	门派药品
30202094	3	2	2	94	MenpaiGoods_9	滑冰晶	玄冰术产物增加火防御，持续30分。	10	400	5	20	334046	51	1	11	7	-1	4	门派药品
30202095	3	2	2	95	MenpaiGoods_10	雪冰晶	玄冰术产物增加火防御，持续30分。	30	700	5	20	334047	51	1	11	9	-1	4	门派药品
30203001	3	2	3	1	Charm_4	水寒符	制符产物，增加冰攻击，持续30分。	1	200	5	20	334107	51	1	17	3	-1	4	门派药品
30203002	3	2	3	2	Charm_7	冰寒符	制符产物，增加冰攻击，持续30分。	10	500	5	20	334108	51	1	17	6	-1	4	门派药品
30203003	3	2	3	3	Charm_8	天寒符	制符产物，增加冰攻击，持续30分。	30	800	5	20	334109	51	1	17	9	-1	4	门派药品
30203004	3	2	3	4	MenpaiGoods_9	小冰晶	玄冰术产物，增加冰攻击，持续30分。	1	200	5	20	334110	51	1	14	3	-1	4	门派药品
30203005	3	2	3	5	MenpaiGoods_10	海冰晶	玄冰术产物，增加冰攻击，持续30分。	10	500	5	20	334111	51	1	14	6	-1	4	门派药品
30203006	3	2	3	6	MenpaiGoods_11	天冰晶	玄冰术产物，增加冰攻击，持续30分。	30	800	5	20	334112	51	1	14	9	-1	4	门派药品
30203007	3	2	3	7	MenpaiGoods_1	佛陀舍利	开光产物，增加玄攻击，持续30分。	1	200	5	20	334115	51	1	11	3	-1	4	门派药品
30203008	3	2	3	8	MenpaiGoods_2	大陀舍利	开光产物，增加玄攻击，持续30分。	10	500	5	20	334116	51	1	11	6	-1	4	门派药品
30203009	3	2	3	9	MenpaiGoods_3	佛明舍利	开光产物，增加玄攻击，持续30分。	30	800	5	20	334117	51	1	11	9	-1	4	门派药品
30203010	3	2	3	10	Medicine2_10	辉玄丹	炼丹产物，增加玄攻击，持续30分。	1	200	5	20	334118	51	1	18	3	-1	4	门派药品
30203011	3	2	3	11	Medicine2_5	星玄丹	炼丹产物，增加玄攻击，持续30分。	10	500	5	20	334119	51	1	18	6	-1	4	门派药品
30203012	3	2	3	12	Medicine2_6	月玄丹	炼丹产物，增加玄攻击，持续30分。	30	800	5	20	334120	51	1	18	9	-1	4	门派药品
30203013	3	2	3	13	MenpaiGoods_5	烈火	圣火术产物，增加火攻击，持续30分。	1	200	5	20	334123	51	1	12	3	-1	4	门派药品
30203014	3	2	3	14	MenpaiGoods_6	真火	圣火术产物，增加火攻击，持续30分。	10	500	5	20	334124	51	1	12	6	-1	4	门派药品
30203015	3	2	3	15	MenpaiGoods_7	圣火	圣火术产物，增加火攻击，持续30分。	30	800	5	20	334125	51	1	12	9	-1	4	门派药品
30203016	3	2	3	16	Charm_1	电火帖	奇门遁甲产物，增加火攻击，持续30分。	1	200	5	20	334126	51	1	19	3	-1	4	门派药品
30203017	3	2	3	17	Charm_9	雷火帖	奇门遁甲产物，增加火攻击，持续30分。	10	500	5	20	334127	51	1	19	6	-1	4	门派药品
30203018	3	2	3	18	Charm_10	天火帖	奇门遁甲产物，增加火攻击，持续30分。	30	800	5	20	334128	51	1	19	9	-1	4	门派药品
30203019	3	2	3	19	OtherTools1_8	虫毒	制毒产物，增加毒攻击，持续30分。	1	200	5	20	334131	51	1	16	3	-1	4	门派药品
30203020	3	2	3	20	OtherTools1_9	尸毒	制毒产物，增加毒攻击，持续30分。	10	500	5	20	334132	51	1	16	6	-1	4	门派药品
30203021	3	2	3	21	OtherTools1_10	鬼毒	制毒产物，增加毒攻击，持续30分。	30	800	5	20	334133	51	1	16	9	-1	4	门派药品
30203022	3	2	3	22	Medicine2_11	花子蜘蛛酒	酿酒产物，增加毒攻击，持续30分。	1	200	5	20	334134	51	1	13	3	-1	4	门派药品
30203023	3	2	3	23	Medicine2_12	花子毒蝎酒	酿酒产物，增加毒攻击，持续30分。	10	500	5	20	334135	51	1	13	6	-1	4	门派药品
30203024	3	2	3	24	Medicine2_13	花子毒蛇酒	酿酒产物，增加毒攻击，持续30分。	30	800	5	20	334136	51	1	13	9	-1	4	门派药品
30203025	3	2	3	25	MenpaiGoods_5	地火	圣火术产物，增加命中，持续30分。	1	200	5	20	334233	51	1	12	3	-1	4	门派药品
30203026	3	2	3	26	MenpaiGoods_6	天火	圣火术产物，增加命中，持续30分。	10	500	5	20	334234	51	1	12	6	-1	4	门派药品
30203027	3	2	3	27	MenpaiGoods_7	冥火	圣火术产物，增加命中，持续30分。	30	800	5	20	334235	51	1	12	9	-1	4	门派药品
30203028	3	2	3	28	Charm_1	人意帖	奇门遁甲产物，增加命中，持续30分。	1	200	5	20	334236	51	1	19	3	-1	4	门派药品
30203029	3	2	3	29	Charm_9	地意帖	奇门遁甲产物，增加命中，持续30分。	10	500	5	20	334237	51	1	19	6	-1	4	门派药品
30203030	3	2	3	30	Charm_10	天意帖	奇门遁甲产物，增加命中，持续30分。	30	800	5	20	334238	51	1	19	9	-1	4	门派药品
30203031	3	2	3	31	MenpaiGoods_9	觅人晶	玄冰术产物，增加命中，持续30分。	1	200	5	20	334239	51	1	14	3	-1	4	门派药品
30203032	3	2	3	32	MenpaiGoods_10	觅物晶	玄冰术产物，增加命中，持续30分。	10	500	5	20	334240	51	1	14	6	-1	4	门派药品
30203033	3	2	3	33	MenpaiGoods_11	觅心晶	玄冰术产物，增加命中，持续30分。	30	800	5	20	334241	51	1	14	9	-1	4	门派药品
30203034	3	2	3	34	MenpaiGoods_13	鹰眼蛊	制蛊产物，增加命中，持续30分。	1	200	5	20	334242	51	1	15	3	-1	4	门派药品
30203035	3	2	3	35	MenpaiGoods_14	天眼蛊	制蛊产物，增加命中，持续30分。	10	500	5	20	334243	51	1	15	6	-1	4	门派药品
30203036	3	2	3	36	MenpaiGoods_15	神眼蛊	制蛊产物，增加命中，持续30分。	30	800	5	20	334244	51	1	15	9	-1	4	门派药品
30204001	3	2	4	1	MenpaiGoods_3	赦免舍利	抗开膛。	30	400	5	20	334401	51	1	11	5	-1	4	门派药品
30204002	3	2	4	2	MenpaiGoods_7	荣焰火	抗石化。	30	400	5	20	334402	51	1	12	5	-1	4	门派药品
30204003	3	2	4	3	Medicine2_13	苏醒酒	抗麻痹。	30	400	5	20	334403	51	1	13	5	-1	4	门派药品
30204004	3	2	4	4	Charm_8	无畏符	抗恐惧。	30	400	5	20	334404	51	1	17	5	-1	4	门派药品
30204005	3	2	4	5	OtherTools1_10	百化毒	抗缠绕。	30	400	5	20	334405	51	1	16	5	-1	4	门派药品
30204006	3	2	4	6	Medicine2_6	除病丹	抗噬血。	30	400	5	20	334406	51	1	18	5	-1	4	门派药品
30204007	3	2	4	7	MenpaiGoods_11	愈体晶	抗兽毒。	30	400	5	20	334407	51	1	14	5	-1	4	门派药品
30204008	3	2	4	8	Charm_10	清醒帖	抗失魂。	30	400	5	20	334408	51	1	19	5	-1	4	门派药品
30204009	3	2	4	9	MenpaiGoods_15	百脉蛊	抗就擒。	30	400	5	20	334409	51	1	15	5	-1	4	门派药品
30205001	3	2	5	1	Medicine2_13	多嘴酒	抗散功。	30	500	10	10	334410	51	1	13	7	-1	4	门派药品
30205002	3	2	5	2	OtherTools1_10	焰毒	抗围困。	30	500	10	10	334411	51	1	16	7	-1	4	门派药品
30205003	3	2	5	3	MenpaiGoods_3	如来舍利	抗昏迷。	30	500	10	10	334412	51	1	11	7	-1	4	门派药品
30205004	3	2	5	4	MenpaiGoods_11	玄冰晶	抗封穴。	30	500	10	10	334413	51	1	14	7	-1	4	门派药品
30205005	3	2	5	5	MenpaiGoods_15	龙睛蛊	抗失明。	30	500	10	10	334414	51	1	15	7	-1	4	门派药品
30205006	3	2	5	6	Charm_8	波光符	抗定身。	30	500	10	10	334415	51	1	17	7	-1	4	门派药品
30205007	3	2	5	7	MenpaiGoods_11	凝毒晶	解中毒。	30	500	10	10	334301	51	1	14	7	-1	4	门派药品
30205008	3	2	5	8	MenpaiGoods_3	愈合舍利	解失血。	30	500	10	10	334302	51	1	11	7	-1	4	门派药品
30205009	3	2	5	9	Medicine2_13	花子冰酒	解灼烧。	30	500	10	10	334303	51	1	13	7	-1	4	门派药品
30205010	3	2	5	10	Charm_10	补缺帖	解破绽。	30	500	10	10	334304	51	1	19	7	-1	4	门派药品
30205011	3	2	5	11	MenpaiGoods_3	健体舍利	解虚弱。	30	500	10	10	334305	51	1	11	7	-1	4	门派药品
30205012	3	2	5	12	MenpaiGoods_7	暖意火	解僵硬。	30	500	10	10	334306	51	1	12	7	-1	4	门派药品
30300001	3	3	0	1	Scroll_4	鬼头刀配方	10级大刀类武器配方。	1	10	9	1	700001	55	1	4	1	-1	4	配方
30300002	3	3	0	2	Scroll_4	宿铁刀配方	20级大刀类武器配方。	1	100	9	1	700002	55	1	4	2	-1	4	配方
30300003	3	3	0	3	Scroll_4	宝钿刀配方	30级大刀类武器配方。	1	200	9	1	700003	55	1	4	3	-1	4	配方
30300004	3	3	0	4	Scroll_4	银装刀配方	40级大刀类武器配方。	1	300	9	1	700004	55	1	4	4	-1	4	配方
30300005	3	3	0	5	Scroll_4	雁翅刀配方	50级大刀类武器配方。	1	400	9	1	700005	55	1	4	5	-1	4	配方
30300006	3	3	0	6	Scroll_4	昭仪灵宝配方	60级大刀类武器配方。	1	500	9	1	700006	55	1	4	6	-1	4	配方
30300007	3	3	0	7	Scroll_4	八荒蝉翼配方	70级大刀类武器配方。	1	600	9	1	700007	55	1	4	7	-1	4	配方
30300008	3	3	0	8	Scroll_4	火精流光配方	80级大刀类武器配方。	1	700	9	1	700008	55	1	4	8	-1	4	配方
30300009	3	3	0	9	Scroll_4	魔刀破风配方	90级大刀类武器配方。	1	800	9	1	700009	55	1	4	9	-1	4	配方
30300010	3	3	0	10	Scroll_4	泣月神刀配方	100级大刀类武器配方。	1	900	9	1	700010	55	1	4	10	-1	4	配方
30300011	3	3	0	11	Scroll_4	赤铁棒配方	10级长枪类武器配方。	1	10	9	1	700011	55	1	4	1	-1	4	配方
30300012	3	3	0	12	Scroll_4	闪电枪配方	20级长枪类武器配方。	1	100	9	1	700012	55	1	4	2	-1	4	配方
30300013	3	3	0	13	Scroll_4	蓝骨杖配方	30级长枪类武器配方。	1	200	9	1	700013	55	1	4	3	-1	4	配方
30300014	3	3	0	14	Scroll_4	噬魂枪配方	40级长枪类武器配方。	1	300	9	1	700014	55	1	4	4	-1	4	配方
30300015	3	3	0	15	Scroll_4	催风棍配方	50级长枪类武器配方。	1	400	9	1	700015	55	1	4	5	-1	4	配方
30300016	3	3	0	16	Scroll_4	烈火战枪配方	60级长枪类武器配方。	1	500	9	1	700016	55	1	4	6	-1	4	配方
30300017	3	3	0	17	Scroll_4	夜叉神戟配方	70级长枪类武器配方。	1	600	9	1	700017	55	1	4	7	-1	4	配方
30300018	3	3	0	18	Scroll_4	修罗妖枪配方	80级长枪类武器配方。	1	700	9	1	700018	55	1	4	8	-1	4	配方
30300019	3	3	0	19	Scroll_4	冥星魔棒配方	90级长枪类武器配方。	1	800	9	1	700019	55	1	4	9	-1	4	配方
30300020	3	3	0	20	Scroll_4	乾坤神杵配方	100级长枪类武器配方。	1	900	9	1	700020	55	1	4	10	-1	4	配方
30300021	3	3	0	21	Scroll_4	太康剑配方	10级单短类武器配方。	1	10	9	1	700021	55	1	4	1	-1	4	配方
30300022	3	3	0	22	Scroll_4	灵宝剑配方	20级单短类武器配方。	1	100	9	1	700022	55	1	4	2	-1	4	配方
30300023	3	3	0	23	Scroll_4	昆吾剑配方	30级单短类武器配方。	1	200	9	1	700023	55	1	4	3	-1	4	配方
30300024	3	3	0	24	Scroll_4	青冥剑配方	40级单短类武器配方。	1	300	9	1	700024	55	1	4	4	-1	4	配方
30300025	3	3	0	25	Scroll_4	梁神剑配方	50级单短类武器配方。	1	400	9	1	700025	55	1	4	5	-1	4	配方
30300026	3	3	0	26	Scroll_4	金翎剑配方	60级单短类武器配方。	1	500	9	1	700026	55	1	4	6	-1	4	配方
30300027	3	3	0	27	Scroll_4	斩蛟剑配方	70级单短类武器配方。	1	600	9	1	700027	55	1	4	7	-1	4	配方
30300028	3	3	0	28	Scroll_4	惊鸿配方	80级单短类武器配方。	1	700	9	1	700028	55	1	4	8	-1	4	配方
30300029	3	3	0	29	Scroll_4	龙渊配方	90级单短类武器配方。	1	800	9	1	700029	55	1	4	9	-1	4	配方
30300030	3	3	0	30	Scroll_4	腾空无双配方	100级单短类武器配方。	1	900	9	1	700030	55	1	4	10	-1	4	配方
30300031	3	3	0	31	Scroll_4	十字短剑配方	10级双短类武器配方。	1	10	9	1	700031	55	1	4	1	-1	4	配方
30300032	3	3	0	32	Scroll_4	梅花双剑配方	20级双短类武器配方。	1	100	9	1	700032	55	1	4	2	-1	4	配方
30300033	3	3	0	33	Scroll_4	逸龙双剑配方	30级双短类武器配方。	1	200	9	1	700033	55	1	4	3	-1	4	配方
30300034	3	3	0	34	Scroll_4	钺牙戟配方	40级双短类武器配方。	1	300	9	1	700034	55	1	4	4	-1	4	配方
30300035	3	3	0	35	Scroll_4	子午剑配方	50级双短类武器配方。	1	400	9	1	700035	55	1	4	5	-1	4	配方
30300036	3	3	0	36	Scroll_4	宣花双斧配方	60级双短类武器配方。	1	500	9	1	700036	55	1	4	6	-1	4	配方
30300037	3	3	0	37	Scroll_4	蝶恋花配方	70级双短类武器配方。	1	600	9	1	700037	55	1	4	7	-1	4	配方
30300038	3	3	0	38	Scroll_4	长河孤烟配方	80级双短类武器配方。	1	700	9	1	700038	55	1	4	8	-1	4	配方
30300039	3	3	0	39	Scroll_4	明月飞雪配方	90级双短类武器配方。	1	800	9	1	700039	55	1	4	9	-1	4	配方
30300040	3	3	0	40	Scroll_4	红颜英雄配方	100级双短类武器配方。	1	900	9	1	700040	55	1	4	10	-1	4	配方
30300041	3	3	0	41	Scroll_4	折扇配方	10级扇类武器配方。	1	10	9	1	700041	55	1	4	1	-1	4	配方
30300042	3	3	0	42	Scroll_4	芭蕉扇配方	20级扇类武器配方。	1	100	9	1	700042	55	1	4	2	-1	4	配方
30300043	3	3	0	43	Scroll_4	紫竹扇配方	30级扇类武器配方。	1	200	9	1	700043	55	1	4	3	-1	4	配方
30300044	3	3	0	44	Scroll_4	玉钢扇配方	40级扇类武器配方。	1	300	9	1	700044	55	1	4	4	-1	4	配方
30300045	3	3	0	45	Scroll_4	桃花扇配方	50级扇类武器配方。	1	400	9	1	700045	55	1	4	5	-1	4	配方
30300046	3	3	0	46	Scroll_4	伏魔扇配方	60级扇类武器配方。	1	500	9	1	700046	55	1	4	6	-1	4	配方
30300047	3	3	0	47	Scroll_4	无形扇配方	70级扇类武器配方。	1	600	9	1	700047	55	1	4	7	-1	4	配方
30300048	3	3	0	48	Scroll_4	化仙扇配方	80级扇类武器配方。	1	700	9	1	700048	55	1	4	8	-1	4	配方
30300049	3	3	0	49	Scroll_4	承影配方	90级扇类武器配方。	1	800	9	1	700049	55	1	4	9	-1	4	配方
30300050	3	3	0	50	Scroll_4	缥缈配方	100级扇类武器配方。	1	900	9	1	700050	55	1	4	10	-1	4	配方
30300051	3	3	0	51	Scroll_4	青铜环配方	10级环类武器配方。	1	10	9	1	700051	55	1	4	1	-1	4	配方
30300052	3	3	0	52	Scroll_4	白金环配方	20级环类武器配方。	1	100	9	1	700052	55	1	4	2	-1	4	配方
30300053	3	3	0	53	Scroll_4	龙凤环配方	30级环类武器配方。	1	200	9	1	700053	55	1	4	3	-1	4	配方
30300054	3	3	0	54	Scroll_4	栖霞环配方	40级环类武器配方。	1	300	9	1	700054	55	1	4	4	-1	4	配方
30300055	3	3	0	55	Scroll_4	寒冰圈配方	50级环类武器配方。	1	400	9	1	700055	55	1	4	5	-1	4	配方
30300056	3	3	0	56	Scroll_4	多情环配方	60级环类武器配方。	1	500	9	1	700056	55	1	4	6	-1	4	配方
30300057	3	3	0	57	Scroll_4	逍遥圈配方	70级环类武器配方。	1	600	9	1	700057	55	1	4	7	-1	4	配方
30300058	3	3	0	58	Scroll_4	幽冥圈配方	80级环类武器配方。	1	700	9	1	700058	55	1	4	8	-1	4	配方
30300059	3	3	0	59	Scroll_4	清骨轮配方	90级环类武器配方。	1	800	9	1	700059	55	1	4	9	-1	4	配方
30300060	3	3	0	60	Scroll_4	七界宝环配方	100级环类武器配方。	1	900	9	1	700060	55	1	4	10	-1	4	配方
30301001	3	3	1	1	Scroll_5	2级帽配方	按此配方可制成2级帽子一顶。	1	100	9	1	700061	55	1	5	1	-1	4	配方
30301002	3	3	1	2	Scroll_5	8级衣配方	按此配方可制成8级衣服一件。	1	100	9	1	700062	55	1	5	1	-1	4	配方
30301003	3	3	1	3	Scroll_5	6级护腕配方	按此配方可制成6级护腕一件。	1	100	9	1	700063	55	1	5	1	-1	4	配方
30301004	3	3	1	4	Scroll_5	4级鞋配方	按此配方可制成4级鞋一双。	1	100	9	1	700064	55	1	5	1	-1	4	配方
30301005	3	3	1	5	Scroll_5	12级帽配方	按此配方可制成12级帽子一顶。	1	200	9	1	700065	55	1	5	2	-1	4	配方
30301006	3	3	1	6	Scroll_5	18级衣配方	按此配方可制成18级衣服一件。	1	200	9	1	700066	55	1	5	2	-1	4	配方
30301007	3	3	1	7	Scroll_5	16级护腕配方	按此配方可制成16级护腕一件。	1	200	9	1	700067	55	1	5	2	-1	4	配方
30301008	3	3	1	8	Scroll_5	14级鞋配方	按此配方可制成14级鞋一双。	1	200	9	1	700068	55	1	5	2	-1	4	配方
30301009	3	3	1	9	Scroll_5	精纺帽配方	按此配方可制成精纺帽一顶。	1	200	9	1	700069	55	1	5	2	-1	4	配方
30301010	3	3	1	10	Scroll_5	精纺衣配方	按此配方可制成精纺衣一件。	1	200	9	1	700070	55	1	5	2	-1	4	配方
30301011	3	3	1	11	Scroll_5	精纺护腕配方	按此配方可制成精纺护腕一件。	1	200	9	1	700071	55	1	5	2	-1	4	配方
30301012	3	3	1	12	Scroll_5	精纺鞋配方	按此配方可制成精纺鞋一双。	1	200	9	1	700072	55	1	5	2	-1	4	配方
30301013	3	3	1	13	Scroll_5	22级帽配方	按此配方可制成22级帽子一顶。	1	200	9	1	700073	55	1	5	2	-1	4	配方
30301014	3	3	1	14	Scroll_5	28级衣配方	按此配方可制成28级衣服一件。	1	200	9	1	700074	55	1	5	2	-1	4	配方
30301015	3	3	1	15	Scroll_5	26级护腕配方	按此配方可制成26级护腕一件。	1	200	9	1	700075	55	1	5	2	-1	4	配方
30301016	3	3	1	16	Scroll_5	24级鞋配方	按此配方可制成24级鞋一双。	1	200	9	1	700076	55	1	5	2	-1	4	配方
30301017	3	3	1	17	Scroll_5	灵动帽配方	按此配方可制成灵动帽一顶。	1	200	9	1	700077	55	1	5	2	-1	4	配方
30301018	3	3	1	18	Scroll_5	灵动衣配方	按此配方可制成灵动衣一件。	1	200	9	1	700078	55	1	5	2	-1	4	配方
30301019	3	3	1	19	Scroll_5	灵动护腕配方	按此配方可制成灵动护腕一件。	1	200	9	1	700079	55	1	5	2	-1	4	配方
30301020	3	3	1	20	Scroll_5	灵动鞋配方	按此配方可制成灵动鞋一双。	1	200	9	1	700080	55	1	5	2	-1	4	配方
30301021	3	3	1	21	Scroll_5	32级帽配方	按此配方可制成32级帽子一顶。	1	200	9	1	700081	55	1	5	2	-1	4	配方
30301022	3	3	1	22	Scroll_5	38级衣配方	按此配方可制成38级衣服一件。	1	200	9	1	700082	55	1	5	2	-1	4	配方
30301023	3	3	1	23	Scroll_5	36级护腕配方	按此配方可制成36级护腕一件。	1	200	9	1	700083	55	1	5	2	-1	4	配方
30301024	3	3	1	24	Scroll_5	34级鞋配方	按此配方可制成34级鞋一双。	1	200	9	1	700084	55	1	5	2	-1	4	配方
30301025	3	3	1	25	Scroll_5	屏银帽配方	按此配方可制成屏银帽一顶。	1	300	9	1	700085	55	1	5	3	-1	4	配方
30301026	3	3	1	26	Scroll_5	屏银衣配方	按此配方可制成屏银衣一件。	1	300	9	1	700086	55	1	5	3	-1	4	配方
30301027	3	3	1	27	Scroll_5	屏银护腕配方	按此配方可制成屏银护腕一件。	1	300	9	1	700087	55	1	5	3	-1	4	配方
30301028	3	3	1	28	Scroll_5	屏银鞋配方	按此配方可制成屏银鞋一双。	1	300	9	1	700088	55	1	5	3	-1	4	配方
30301029	3	3	1	29	Scroll_5	42级帽配方	按此配方可制成42级帽子一顶。	1	300	9	1	700089	55	1	5	3	-1	4	配方
30301030	3	3	1	30	Scroll_5	48级衣配方	按此配方可制成48级衣服一件。	1	300	9	1	700090	55	1	5	3	-1	4	配方
30301031	3	3	1	31	Scroll_5	46级护腕配方	按此配方可制成46级护腕一件。	1	300	9	1	700091	55	1	5	3	-1	4	配方
30301032	3	3	1	32	Scroll_5	44级鞋配方	按此配方可制成44级鞋一双。	1	300	9	1	700092	55	1	5	3	-1	4	配方
30301033	3	3	1	33	Scroll_5	神威帽配方	按此配方可制成神威帽一顶。	1	300	9	1	700093	55	1	5	3	-1	4	配方
30301034	3	3	1	34	Scroll_5	神威衣配方	按此配方可制成神威衣一件。	1	300	9	1	700094	55	1	5	3	-1	4	配方
30301035	3	3	1	35	Scroll_5	神威护腕配方	按此配方可制成神威护腕一件。	1	300	9	1	700095	55	1	5	3	-1	4	配方
30301036	3	3	1	36	Scroll_5	神威鞋配方	按此配方可制成神威鞋一双。	1	300	9	1	700096	55	1	5	3	-1	4	配方
30301037	3	3	1	37	Scroll_5	52帽配方	按此配方可制成52级帽子一顶。	1	300	9	1	700097	55	1	5	3	-1	4	配方
30301038	3	3	1	38	Scroll_5	58衣配方	按此配方可制成58级衣服一件。	1	300	9	1	700098	55	1	5	3	-1	4	配方
30301039	3	3	1	39	Scroll_5	56护腕配方	按此配方可制成56级护腕一件。	1	300	9	1	700099	55	1	5	3	-1	4	配方
30301040	3	3	1	40	Scroll_5	54鞋配方	按此配方可制成54级鞋一双。	1	300	9	1	700100	55	1	5	3	-1	4	配方
30301041	3	3	1	41	Scroll_5	翠羽帽配方	按此配方可制成翠羽帽一顶。	1	400	9	1	700101	55	1	5	4	-1	4	配方
30301042	3	3	1	42	Scroll_5	翠羽衣配方	按此配方可制成翠羽衣一件。	1	400	9	1	700102	55	1	5	4	-1	4	配方
30301043	3	3	1	43	Scroll_5	翠羽护腕配方	按此配方可制成翠羽护腕一件。	1	400	9	1	700103	55	1	5	4	-1	4	配方
30301044	3	3	1	44	Scroll_5	翠羽鞋配方	按此配方可制成翠羽鞋一双。	1	400	9	1	700104	55	1	5	4	-1	4	配方
30301045	3	3	1	45	Scroll_5	62帽配方	按此配方可制成62级帽子一顶。	1	400	9	1	700105	55	1	5	4	-1	4	配方
30301046	3	3	1	46	Scroll_5	68衣配方	按此配方可制成68级衣服一件。	1	400	9	1	700106	55	1	5	4	-1	4	配方
30301047	3	3	1	47	Scroll_5	66护腕配方	按此配方可制成66级护腕一件。	1	400	9	1	700107	55	1	5	4	-1	4	配方
