INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT
538	叛军首领	0	20	132	0	10	0	11	20	20	1	10	-1	0	67	62	67	57	1000	100	0	0	75	12	5	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
539	叛军首领	0	40	270	0	10	0	11	20	20	1	10	-1	0	119	110	119	101	2000	100	0	0	129	21	6	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
540	叛军首领	0	60	423	0	10	0	11	20	20	1	10	-1	0	171	158	171	145	4000	100	0	0	183	30	7	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
541	叛军首领	0	80	600	0	10	0	11	20	20	1	10	-1	0	223	206	223	189	6500	100	0	0	237	39	8	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
542	叛军首领	0	100	828	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
543	宋军信使	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
544	费保	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
545	李重贵	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
546	蜀道黑猿首领	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
547	蜀道白猿首领	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
548	白茅草人首领	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
549	鬼面侏儒首领	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_14	1000	2000
550	修罗小鬼	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
551	强大的木人	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
552	哑巴恶猿	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
553	阿支	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	145	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
554	东郭修罗	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
555	西门修罗	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
556	南宫修罗	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
557	北城修罗	0	20	132	0	10	0	11	20	20	1	10	-1	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
558	白棋子	1	30	200	0	10	3	11	10	20	1	10	0	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	520	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
559	黑棋子	1	30	200	0	10	3	11	10	20	1	10	0	0	275	254	275	233	10000	100	0	0	291	48	10	2000	0	0	0	0	0	0	0	0	0	0	-1	-1	522	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
800	木头人	0	5	0	0	10	9	99	20	20	1	10	-1	0	8	10	10	11	232	100	0	0	24	2	1	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	34	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
801	木头人	0	7	66	0	10	9	99	20	20	1	10	-1	0	12	12	12	13	280	100	0	0	30	2	1	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	34	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
802	木人	0	10	86	0	10	9	99	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	34	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
803	木人	0	15	122	0	10	9	99	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	34	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
804	木人	0	20	158	0	10	9	99	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	34	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
805	石人	0	25	198	0	10	9	99	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	42	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
806	石人	0	30	240	0	10	9	99	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	42	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
807	石人	0	35	282	0	10	9	99	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	42	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
808	铜人	0	40	324	0	10	9	99	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
809	铜人	0	45	366	0	10	9	99	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
810	铜人	0	50	411	0	10	9	99	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
811	变异木人	0	15	153	0	10	0	100	20	200	3	10	-1	1	57	66	57	69	1026	100	0	0	54	4	2	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
812	变异木人	0	20	198	0	10	0	100	20	200	3	10	-1	1	71	82	71	86	1420	100	0	0	69	4	2	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
813	变异木人	0	25	247	0	10	0	100	20	200	3	10	-1	1	85	99	85	104	1680	100	0	0	84	7	3	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
814	变异石人	0	30	300	0	10	0	100	20	200	3	10	-1	1	99	115	99	121	2254	100	0	0	99	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	513	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
815	变异石人	0	35	352	0	10	0	100	20	200	3	10	-1	1	113	132	113	139	2576	100	0	0	114	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	513	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
816	变异石人	0	40	405	0	10	0	100	20	200	3	10	-1	1	127	148	127	156	3150	100	0	0	129	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	513	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
817	变异铜人	0	45	457	0	10	0	100	20	200	3	10	-1	1	141	164	141	173	3500	100	0	0	144	16	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
818	变异铜人	0	50	514	0	10	0	100	20	200	3	10	-1	1	155	181	155	191	4284	100	0	0	159	16	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
819	变异铜人	0	55	574	0	10	0	100	20	200	3	10	-1	1	169	197	169	208	4676	100	0	0	174	22	6	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
820	江洋小盗	0	10	86	0	10	0	107	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
821	江洋小盗	0	15	122	0	10	0	107	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
822	江洋小盗	0	20	158	0	10	0	107	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
823	江洋小盗	0	25	198	0	10	0	107	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
824	江洋小盗	0	30	240	0	10	0	107	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
825	江洋小盗	0	35	282	0	10	0	107	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
826	江洋小盗	0	40	324	0	10	0	107	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
827	江洋小盗	0	45	366	0	10	0	107	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
828	江洋小盗	0	50	411	0	10	0	107	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
829	穷凶极恶	0	15	153	0	10	0	104	20	200	3	10	-1	1	70	80	70	83	1026	100	0	0	54	4	2	3562	1250	0	8	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
830	穷凶极恶	0	20	198	0	10	0	104	20	200	3	10	-1	1	84	97	84	101	1420	100	0	0	69	4	2	3562	1250	0	10	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
831	穷凶极恶	0	25	247	0	10	0	104	20	200	3	10	-1	1	98	113	98	118	1680	100	0	0	84	7	3	3562	1250	0	12	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
832	穷凶极恶	0	30	300	0	10	0	104	20	200	3	10	-1	1	112	130	112	136	2254	100	0	0	99	7	3	3562	1250	0	14	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
833	穷凶极恶	0	35	352	0	10	0	104	20	200	3	10	-1	1	126	146	126	153	2576	100	0	0	114	11	4	3562	1250	0	16	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
834	穷凶极恶	0	40	405	0	10	0	104	20	200	3	10	-1	1	140	162	140	170	3150	100	0	0	129	11	4	3562	1250	0	18	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
835	穷凶极恶	0	45	457	0	10	0	104	20	200	3	10	-1	1	154	179	154	188	3500	100	0	0	144	16	5	3562	1250	0	20	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
836	穷凶极恶	0	50	514	0	10	0	104	20	200	3	10	-1	1	168	195	168	205	4284	100	0	0	159	16	5	3562	1250	0	22	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
837	穷凶极恶	0	55	574	0	10	0	104	20	200	3	10	-1	1	182	212	182	223	4676	100	0	0	174	22	6	3562	1250	0	24	0	0	0	0	0	0	0	-1	-1	53	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_22	1000	2000
838	凶神恶煞	0	15	153	0	10	0	103	20	200	3	10	-1	1	70	80	70	83	1026	100	0	0	54	4	2	1900	700	0	0	0	8	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
839	凶神恶煞	0	20	198	0	10	0	103	20	200	3	10	-1	1	84	97	84	101	1420	100	0	0	69	4	2	1900	700	0	0	0	10	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
840	凶神恶煞	0	25	247	0	10	0	103	20	200	3	10	-1	1	98	113	98	118	1680	100	0	0	84	7	3	1900	700	0	0	0	12	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
841	凶神恶煞	0	30	300	0	10	0	103	20	200	3	10	-1	1	112	130	112	136	2254	100	0	0	99	7	3	1900	700	0	0	0	14	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
842	凶神恶煞	0	35	352	0	10	0	103	20	200	3	10	-1	1	126	146	126	153	2576	100	0	0	114	11	4	1900	700	0	0	0	16	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
843	凶神恶煞	0	40	405	0	10	0	103	20	200	3	10	-1	1	140	162	140	170	3150	100	0	0	129	11	4	1900	700	0	0	0	18	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
844	凶神恶煞	0	45	457	0	10	0	103	20	200	3	10	-1	1	154	179	154	188	3500	100	0	0	144	16	5	1900	700	0	0	0	20	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
845	凶神恶煞	0	50	514	0	10	0	103	20	200	3	10	-1	1	168	195	168	205	4284	100	0	0	159	16	5	1900	700	0	0	0	22	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
846	凶神恶煞	0	55	574	0	10	0	103	20	200	3	10	-1	1	182	212	182	223	4676	100	0	0	174	22	6	1900	700	0	0	0	24	0	0	0	0	0	-1	-1	526	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_1	1000	2000
847	无恶不作	0	15	153	0	10	0	102	20	200	3	10	-1	1	70	80	70	83	1026	100	0	0	54	4	2	3562	935	0	0	0	0	0	8	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
848	无恶不作	0	20	198	0	10	0	102	20	200	3	10	-1	1	84	97	84	101	1420	100	0	0	69	4	2	3562	935	0	0	0	0	0	10	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
849	无恶不作	0	25	247	0	10	0	102	20	200	3	10	-1	1	98	113	98	118	1680	100	0	0	84	7	3	3562	935	0	0	0	0	0	12	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
850	无恶不作	0	30	300	0	10	0	102	20	200	3	10	-1	1	112	130	112	136	2254	100	0	0	99	7	3	3562	935	0	0	0	0	0	14	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
851	无恶不作	0	35	352	0	10	0	102	20	200	3	10	-1	1	126	146	126	153	2576	100	0	0	114	11	4	3562	935	0	0	0	0	0	16	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
852	无恶不作	0	40	405	0	10	0	102	20	200	3	10	-1	1	140	162	140	170	3150	100	0	0	129	11	4	3562	935	0	0	0	0	0	18	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
853	无恶不作	0	45	457	0	10	0	102	20	200	3	10	-1	1	154	179	154	188	3500	100	0	0	144	16	5	3562	935	0	0	0	0	0	20	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
854	无恶不作	0	50	514	0	10	0	102	20	200	3	10	-1	1	168	195	168	205	4284	100	0	0	159	16	5	3562	935	0	0	0	0	0	22	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
855	无恶不作	0	55	574	0	10	0	102	20	200	3	10	-1	1	182	212	182	223	4676	100	0	0	174	22	6	3562	935	0	0	0	0	0	24	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
856	恶贯满盈	0	15	153	0	10	0	101	20	200	3	10	-1	1	70	80	70	83	1026	100	0	0	54	4	2	2450	1937	0	0	0	0	0	0	0	8	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
857	恶贯满盈	0	20	198	0	10	0	101	20	200	3	10	-1	1	84	97	84	101	1420	100	0	0	69	4	2	2450	1937	0	0	0	0	0	0	0	10	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
858	恶贯满盈	0	25	247	0	10	0	101	20	200	3	10	-1	1	98	113	98	118	1680	100	0	0	84	7	3	2450	1937	0	0	0	0	0	0	0	12	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
859	恶贯满盈	0	30	300	0	10	0	101	20	200	3	10	-1	1	112	130	112	136	2254	100	0	0	99	7	3	2450	1937	0	0	0	0	0	0	0	14	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
860	恶贯满盈	0	35	352	0	10	0	101	20	200	3	10	-1	1	126	146	126	153	2576	100	0	0	114	11	4	2450	1937	0	0	0	0	0	0	0	16	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
861	恶贯满盈	0	40	405	0	10	0	101	20	200	3	10	-1	1	140	162	140	170	3150	100	0	0	129	11	4	2450	1937	0	0	0	0	0	0	0	18	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
862	恶贯满盈	0	45	457	0	10	0	101	20	200	3	10	-1	1	154	179	154	188	3500	100	0	0	144	16	5	2450	1937	0	0	0	0	0	0	0	20	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
863	恶贯满盈	0	50	514	0	10	0	101	20	200	3	10	-1	1	168	195	168	205	4284	100	0	0	159	16	5	2450	1937	0	0	0	0	0	0	0	22	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
864	恶贯满盈	0	55	574	0	10	0	101	20	200	3	10	-1	1	182	212	182	223	4676	100	0	0	174	22	6	2450	1937	0	0	0	0	0	0	0	24	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
865	黑棋子	0	10	144	0	10	7	-1	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
866	黑棋子	0	15	204	0	10	7	-1	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
867	黑棋子	0	20	264	0	10	7	-1	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
868	黑棋子	0	25	330	0	10	7	-1	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
869	黑棋子	0	30	400	0	10	7	-1	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
870	黑棋子	0	35	470	0	10	7	-1	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
871	黑棋子	0	40	540	0	10	7	-1	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
872	黑棋子	0	45	610	0	10	7	-1	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
873	黑棋子	0	50	686	0	10	7	-1	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	0	0	0	0	0	0	0	0	0	0	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
874	白棋子	0	10	144	0	10	7	-1	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
875	白棋子	0	15	204	0	10	7	-1	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
876	白棋子	0	20	264	0	10	7	-1	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
877	白棋子	0	25	330	0	10	7	-1	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
878	白棋子	0	30	400	0	10	7	-1	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
879	白棋子	0	35	470	0	10	7	-1	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
880	白棋子	0	40	540	0	10	7	-1	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
881	白棋子	0	45	610	0	10	7	-1	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
