INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	STRING
3953	103801	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6398	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3954	103802	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6399	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3955	103803	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6400	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3956	103804	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6401	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3957	103805	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6402	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3958	103806	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6403	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3959	103807	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6404	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3960	103808	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6405	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3961	103809	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6406	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3962	103810	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6407	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3963	103811	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6408	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
3964	103812	SOT削弱抗性(NPC)	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6409	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																		
#	#	#	#	#					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1																												
4733	110201	冰精（宠物具有食冰畏火的特性）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6801	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	冰精(特性)#r拥有该属性的宠物能够降低冰系法术伤害，但畏惧火系法术#r#cFF6600自动释放	冰精(特性)#r拥有该属性的宠物能够降低冰系法术伤害，但畏惧火系法术#r#cFF6600自动释放
4745	110301	火灵（宠物具有食火畏冰的特性）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6802	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	火灵(特性)#r拥有该属性的宠物能够降低火系法术伤害，但畏惧冰系法术#r#cFF6600自动释放	火灵(特性)#r拥有该属性的宠物能够降低火系法术伤害，但畏惧冰系法术#r#cFF6600自动释放
4757	110401	毒蛊（宠物具有食毒畏玄的特性）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6803	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	毒蛊(特性)#r拥有该属性的宠物能够降低毒系法术伤害，但畏惧玄系法术#r#cFF6600自动释放	毒蛊(特性)#r拥有该属性的宠物能够降低毒系法术伤害，但畏惧玄系法术#r#cFF6600自动释放
4769	110501	玄兽（宠物具有食玄畏毒的特性）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6804	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	玄兽(特性)#r拥有该属性的宠物能够降低玄系法术伤害，但畏惧毒系法术#r#cFF6600自动释放	玄兽(特性)#r拥有该属性的宠物能够降低玄系法术伤害，但畏惧毒系法术#r#cFF6600自动释放
4781	110601	迟钝（增强自身血上限，削弱闪避和命中）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6805	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	迟钝(特性)#r迟钝的宠物通常反应较慢，但一般都具有很强的生命力#r#cFF6600自动释放	迟钝(特性)#r迟钝的宠物通常反应较慢，但一般都具有很强的生命力#r#cFF6600自动释放
4793	110701	狡猾（增强自身命中闪避，削弱防御）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6806	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	狡猾(特性)#r狡猾的宠物通常有较高的命中和闪避，但一般都不太经打#r#cFF6600自动释放	狡猾(特性)#r狡猾的宠物通常有较高的命中和闪避，但一般都不太经打#r#cFF6600自动释放
4805	110801	憨厚（增强自身防御，削弱自身会心）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6807	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	憨厚(特性)#r憨厚的宠物通常对敌人比较宽容，但一般都皮粗肉厚#r#cFF6600自动释放	憨厚(特性)#r憨厚的宠物通常对敌人比较宽容，但一般都皮粗肉厚#r#cFF6600自动释放
4817	110901	拼命（增强自身会心，削弱自身血上限）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6808	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	拼命(特性)#r拼命的宠物通常能给予敌人致命一击，但往往都比较短命#r#cFF6600自动释放	拼命(特性)#r拼命的宠物通常能给予敌人致命一击，但往往都比较短命#r#cFF6600自动释放
4829	111001	法魂（增强自身内攻，削弱自身外攻）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6809	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	法魂(特性)#r悟出法魂的宠物通常对法术更加精通，但往往削弱了自己外攻的攻击#r#cFF6600自动释放	法魂(特性)#r悟出法魂的宠物通常对法术更加精通，但往往削弱了自己外攻的攻击#r#cFF6600自动释放
4841	111101	蛮力（增强自身外攻，削弱自身内攻）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6810	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	蛮力(特性)#r一身蛮力的宠物通常具有更高的外功攻击，但一般都是法术的外行#r#cFF6600自动释放	蛮力(特性)#r一身蛮力的宠物通常具有更高的外功攻击，但一般都是法术的外行#r#cFF6600自动释放
4853	111201	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6811	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4854	111202	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6812	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4855	111203	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6813	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4856	111204	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6814	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4857	111205	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6815	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4858	111206	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6816	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4859	111207	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6817	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4860	111208	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6818	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4861	111209	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6819	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4862	111210	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6820	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4863	111211	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6821	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4864	111212	借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6822	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4865	111301	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6823	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4866	111302	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6824	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4867	111303	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6825	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4868	111304	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6826	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4869	111305	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6827	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4870	111306	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6828	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4871	111307	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6829	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4872	111308	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6830	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4873	111309	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6831	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4874	111310	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6832	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4875	111311	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6833	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4876	111312	高级借力（增强主人的力量）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6834	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放	高级借力(被动)#r拥有此项技能的宠能给主人带来更强的力量#r自动释放
4877	111401	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6835	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4878	111402	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6836	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4879	111403	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6837	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4880	111404	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6838	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4881	111405	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6839	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4882	111406	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6840	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4883	111407	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6841	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4884	111408	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6842	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4885	111409	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6843	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4886	111410	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6844	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4887	111411	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6845	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4888	111412	移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6846	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4889	111501	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6847	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4890	111502	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6848	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4891	111503	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6849	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4892	111504	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6850	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4893	111505	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6851	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4894	111506	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6852	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4895	111507	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6853	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4896	111508	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6854	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
4897	111509	高级移魂（增强主人的定力）	-1	0	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6855	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放	高级移魂(被动)#r拥有此项技能的宠能给主人带来更强的定力#r自动释放
