INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
6288	身体虚弱(NPC)	16	StdImpact016	1	36	36	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	-65	SPR修正率	0	INT修正率	0	DEX修正率	0																							
6289	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-10	DEX修正率	0																							
6290	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-15	DEX修正率	0																							
6291	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-20	DEX修正率	0																							
6292	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-25	DEX修正率	0																							
6293	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-30	DEX修正率	0																							
6294	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-35	DEX修正率	0																							
6295	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-40	DEX修正率	0																							
6296	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-45	DEX修正率	0																							
6297	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-50	DEX修正率	0																							
6298	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-55	DEX修正率	0																							
6299	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-60	DEX修正率	0																							
6300	无精打采(NPC)	16	StdImpact016	1	37	37	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	0	INT修正率	-65	DEX修正率	0																							
6301	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-10	INT修正率	0	DEX修正率	0																							
6302	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-15	INT修正率	0	DEX修正率	0																							
6303	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-20	INT修正率	0	DEX修正率	0																							
6304	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-25	INT修正率	0	DEX修正率	0																							
6305	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-30	INT修正率	0	DEX修正率	0																							
6306	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-35	INT修正率	0	DEX修正率	0																							
6307	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-40	INT修正率	0	DEX修正率	0																							
6308	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-45	INT修正率	0	DEX修正率	0																							
6309	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-50	INT修正率	0	DEX修正率	0																							
6310	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-55	INT修正率	0	DEX修正率	0																							
6311	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-60	INT修正率	0	DEX修正率	0																							
6312	内力外泄(NPC)	16	StdImpact016	1	35	35	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	STR修正率	0	Con修正率	0	SPR修正率	-65	INT修正率	0	DEX修正率	0																							
6313	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-10	魔法攻击修正率	0	魔法防御修正率	-10	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6314	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-15	魔法攻击修正率	0	魔法防御修正率	-15	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6315	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-20	魔法攻击修正率	0	魔法防御修正率	-20	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6316	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-25	魔法攻击修正率	0	魔法防御修正率	-25	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6317	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-30	魔法攻击修正率	0	魔法防御修正率	-30	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6318	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-35	魔法攻击修正率	0	魔法防御修正率	-35	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6319	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-40	魔法攻击修正率	0	魔法防御修正率	-40	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6320	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-45	魔法攻击修正率	0	魔法防御修正率	-45	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6321	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-50	魔法攻击修正率	0	魔法防御修正率	-50	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6322	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-55	魔法攻击修正率	0	魔法防御修正率	-55	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6323	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-60	魔法攻击修正率	0	魔法防御修正率	-60	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6324	弱不禁风(NPC)	12	StdImpact012	1	25	25	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	物理防御修正率	-65	魔法攻击修正率	0	魔法防御修正率	-65	冰系攻击修正率	0	冰系抗性修正率	0	火系攻击修正率	0	火系抗性修正率	-15	电系攻击修正率	0	电系抗性修正率	0	毒系攻击修正率	0	毒系抗性修正率	0	MAX_HP修正率	0	MAX_MP修正率	0	MAX_RAGE修正率	0	MAX_STRIKE_POINT修正率	0	
6325	噬血（NPC)	10	StdImpact010	1	5	5	10	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6410	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6326	噬血（NPC)	10	StdImpact010	1	5	5	20	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6411	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6327	噬血（NPC)	10	StdImpact010	1	5	5	30	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6412	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6328	噬血（NPC)	10	StdImpact010	1	5	5	40	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6413	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6329	噬血（NPC)	10	StdImpact010	1	5	5	50	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6414	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6330	噬血（NPC)	10	StdImpact010	1	5	5	60	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6415	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6331	噬血（NPC)	10	StdImpact010	1	5	5	70	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6416	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6332	噬血（NPC)	10	StdImpact010	1	5	5	80	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6417	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6333	噬血（NPC)	10	StdImpact010	1	5	5	90	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6418	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6334	噬血（NPC)	10	StdImpact010	1	5	5	100	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6419	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6335	噬血（NPC)	10	StdImpact010	1	5	5	110	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6420	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6336	噬血（NPC)	10	StdImpact010	1	5	5	120	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6421	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	噬血（NPC)
6337	中毒（NPC）	10	StdImpact010	1	6	6	10	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6422	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6338	中毒（NPC）	10	StdImpact010	1	6	6	20	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6423	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6339	中毒（NPC）	10	StdImpact010	1	6	6	30	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6424	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6340	中毒（NPC）	10	StdImpact010	1	6	6	40	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6425	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6341	中毒（NPC）	10	StdImpact010	1	6	6	50	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6426	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6342	中毒（NPC）	10	StdImpact010	1	6	6	60	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6427	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6343	中毒（NPC）	10	StdImpact010	1	6	6	70	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6428	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6344	中毒（NPC）	10	StdImpact010	1	6	6	80	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6429	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6345	中毒（NPC）	10	StdImpact010	1	6	6	90	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6430	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6346	中毒（NPC）	10	StdImpact010	1	6	6	100	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6431	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6347	中毒（NPC）	10	StdImpact010	1	6	6	110	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6432	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6348	中毒（NPC）	10	StdImpact010	1	6	6	120	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	6433	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	中毒（NPC）
6349	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	50	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6350	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	150	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6351	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	250	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6352	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	350	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6353	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	450	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
6354	治疗(NPC)	4	StdImpact004	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	550	增加MP	0	Rage修改量	0	StrikePoint修改量	0																									
